user_id,name,credit_card_number,issuing_bank
USER03744,Rosella Buckridge,421828341,chinabank
USER17152,Stella Goyette,1842398142,bdo
USER57035,Adele Mohr,1324282064,robinsonsbank
USER10885,Ethelyn Herman,1595518244,bpi
USER46166,Richard Nitzsche,2890638514,chinabank
USER16766,Elenora Swaniawski,1269575817,chinabank
USER38351,Cora Stark,2157506360,chinabank
USER08190,Parker Stracke,2065453137,eastwest
USER05113,Florian Mosciski,2265306064,bpi
USER19202,Bria Hessel,1426114513,securitybank
USER43888,Turner Mosciski,4154131349,eastwest
USER32147,Leonardo Reichel,2309050783,metrobank
USER42374,Chanelle Adams,466237349,bpi
USER42007,Imani Towne,3704104572,bpi
USER06391,Arvid Goldner,2284380533,bpi
USER40155,Pink Lowe,880930607,securitybank
USER55026,Allie Ratke,2486068246,robinsonsbank
USER39214,Dayana Goyette,1956959699,mayabank
USER38832,Zetta Kilback,677150066,robinsonsbank
USER05459,Celia Lemke,1096914120,robinsonsbank
USER14797,Emilia Koss,4251576110,bpi
USER42913,Effie Tremblay,1442212003,securitybank
USER60559,Anahi Hilpert,4232537286,bpi
USER64545,Louisa Jewess,744027910,chinabank
USER45874,Max Zulauf,1843992012,chinabank
USER37973,Rudy Crooks,1599118638,mayabank
USER32345,Mathew Flatley,1266677390,securitybank
USER08550,Johann Dicki,3112111985,eastwest
USER29328,Annabelle Torphy,2409824881,chinabank
USER20724,Trisha Zulauf,1878231437,robinsonsbank
USER03833,Darius Mayer,3343893334,mayabank
USER05494,Mac Armstrong,1351587502,bdo
USER18736,Janis Gerhold,1889521455,mayabank
USER46707,Lane Reichel,308410655,bdo
USER10708,Leslie Mayer,33886921,mayabank
USER41161,Jedidiah Maggio,1650915467,eastwest
USER63242,Amari Leuschke,1529060964,metrobank
USER38361,Alek Kuphal,2117897259,bpi
USER45414,Jonas Grimes,3865867303,bpi
USER27788,Kaia Boehm,4231821856,eastwest
USER48609,Fleta Bartoletti,2414526348,chinabank
USER26701,Josiane Hilpert,4003772890,metrobank
USER43631,Vada Hauck,1743819267,bpi
USER05421,Aron Anderson,2866832247,bpi
USER11101,Jerad Hagenes,1554983551,robinsonsbank
USER15771,Tevin Mertz,3589247010,bpi
USER02637,Hayden Balistreri,1424253316,chinabank
USER62502,Jessica Roberts,3540970318,chinabank
USER40135,Gaston Williamson,1271884382,securitybank
USER62266,Creola McCullough,284642085,robinsonsbank
USER52948,Katelynn Wolff,3370548530,chinabank
USER00304,Tom Welch,1356102080,bdo
USER29335,Jarrett Murazik,2070497269,robinsonsbank
USER49641,Margaret Pfannerstill,1758033805,robinsonsbank
USER51825,Dayana Gaylord,2620173980,chinabank
USER01661,Jordyn Crooks,868911728,bdo
USER31530,Holden Fisher,2533527453,metrobank
USER03521,Madelyn Kunze,588539081,bpi
USER24429,Chris Koepp,2665130184,bdo
USER48672,Mohammed Crona,399147076,bdo
USER52583,Eugenia Murphy,3868330355,mayabank
USER02199,Claire Kirlin,3355960073,metrobank
USER00422,Gustave Berge,4202420083,mayabank
USER01120,Benny Langosh,85688722,bpi
USER47626,Callie Armstrong,1208406287,securitybank
USER23092,Myrtle Bradtke,3513221845,bpi
USER02981,Sid Crist,333781595,bdo
USER25802,Graciela Walker,786600478,bdo
USER27766,Adrianna Gaylord,2967432492,securitybank
USER38150,Mariela Kshlerin,2681316764,eastwest
USER13287,Kristy Hintz,1917990590,metrobank
USER45536,Missouri Eichmann,978447699,mayabank
USER34921,Pamela Green,2071047713,bpi
USER15290,Alice Cartwright,345761263,metrobank
USER20709,Seamus Jaskolski,1475707715,eastwest
USER36613,Lazaro Berge,3477668055,chinabank
USER51336,Stone Kreiger,3361300355,bpi
USER53044,Maurice Legros,1333227973,robinsonsbank
USER11394,Bartholome Windler,2090721817,bpi
USER10219,Antwan Olson,2116494400,robinsonsbank
USER06635,Kari Bednar,1963758492,chinabank
USER06596,Josue Crist,3468052060,bdo
USER57138,Kassandra Jones,3201965745,eastwest
USER42780,Clotilde Kihn,4179415575,eastwest
USER47007,Vesta Grady,2464638843,securitybank
USER57183,Pascale Effertz,251611054,robinsonsbank
USER19262,General Franecki,845442459,securitybank
USER52731,Shanie Cormier,208675856,robinsonsbank
USER65339,Kari Corkery,2066908261,eastwest
USER30055,Savannah Hyatt,657269874,eastwest
USER30021,Nora Jacobs,1826680825,robinsonsbank
USER64241,Taurean Ortiz,4129781187,robinsonsbank
USER26330,Joelle Cartwright,444188142,bdo
USER04087,Jammie Bechtelar,2241285678,eastwest
USER09875,Maximillian Murphy,3719154030,mayabank
USER61506,Kian Ritchie,3203641709,securitybank
USER48285,Leland Windler,4242257292,bpi
USER11064,Paul Barton,1824797148,securitybank
USER40344,Horacio Parisian,1312649843,bpi
USER53200,Jevon Walsh,2157451963,metrobank
USER23724,Perry Dicki,3185223029,eastwest
USER51966,Johnson Bartell,611534583,metrobank
USER33434,Logan Parisian,3722186978,metrobank
USER14623,Kirstin Hudson,632202067,mayabank
USER58243,Antoinette Bergnaum,652568766,bpi
USER41125,Ruth Effertz,3338935928,securitybank
USER12192,Deborah Schiller,383851234,metrobank
USER60939,Bartholome Cole,783052373,eastwest
USER03675,Hilma Boyle,101514309,chinabank
USER54168,Adolf Bayer,2785418317,metrobank
USER06757,Antoinette Bahringer,3907280047,metrobank
USER13044,Houston Cassin,4101434294,bdo
USER21779,Estrella Fisher,4269308094,chinabank
USER22228,Twila Johns,3953433381,robinsonsbank
USER15577,Kali Kohler,1176268728,chinabank
USER11128,Marcia Lakin,2960420513,metrobank
USER60321,Deanna Prohaska,2117190005,metrobank
USER62806,Aliya Moore,512759443,mayabank
USER24605,Antonette Green,452739858,mayabank
USER35323,Vernice Reinger,2135208255,eastwest
USER64360,Colten Rippin,2352288696,robinsonsbank
USER09887,Mckenzie Brekke,2975155054,metrobank
USER52400,Garrison Keebler,3747482482,robinsonsbank
USER42136,Lyda Fadel,2923590121,securitybank
USER41225,Justine Grant,2699327038,bdo
USER00393,Liliane Smith,2345218200,bdo
USER50467,Fern Schinner,1875993204,chinabank
USER37038,Alfreda Conroy,4043835113,bdo
USER11638,Briana Haag,2940915822,mayabank
USER44908,Cristopher Haley,1099751078,chinabank
USER18089,Jayde Bartoletti,2711474058,metrobank
USER54739,Anderson Pagac,2591809343,bpi
USER56438,Nicholaus Skiles,1448461659,bpi
USER64541,Jaiden Koepp,3481556881,eastwest
USER62832,Eli Lehner,1263443293,mayabank
USER36675,Abbey Denesik,509005915,securitybank
USER22970,Francis Braun,2405862500,bdo
USER53289,Christelle Casper,3566849534,chinabank
USER14658,Jazmyn Gleichner,1254496709,metrobank
USER48449,Orval Rolfson,3364221700,robinsonsbank
USER57918,Melvina Sporer,2873087782,chinabank
USER27402,Mertie Koepp,2582911861,chinabank
USER65471,Brianne Lubowitz,2653441260,bdo
USER36867,Nelson Spencer,752264454,bpi
USER03604,Fern Pollich,1889103242,mayabank
USER18096,Adeline Dach,420084031,chinabank
USER08416,Maximo Konopelski,590426313,eastwest
USER32887,Stefan Ratke,382707053,metrobank
USER55862,Ervin Koss,2932584302,bdo
USER32117,Adelia Lemke,4267210485,securitybank
USER35407,Emily Pagac,3837145589,chinabank
USER37500,Alexandrea Schroeder,3316002117,bpi
USER62041,Melvina Walsh,3018739457,eastwest
USER52041,Caroline Bahringer,520454232,robinsonsbank
USER50652,Millie Considine,3532628082,metrobank
USER56761,Heather Lebsack,3985224879,robinsonsbank
USER28207,Mckenna Fadel,2241306851,securitybank
USER30007,Marjorie Sanford,4226666633,bdo
USER18220,Anissa Rosenbaum,3041996414,bdo
USER00433,Robbie Rosenbaum,3479358306,robinsonsbank
USER54067,Kareem Mohr,1188121859,mayabank
USER22744,Stacey Frami,3249445789,bdo
USER38666,Sister Schamberger,842886771,mayabank
USER18263,Bryce Lehner,2234243747,bpi
USER28752,Erin Blanda,64709992,eastwest
USER60619,Vladimir Cremin,2139916671,mayabank
USER23183,Hipolito VonRueden,751680423,chinabank
USER27771,Boris Bartell,3835199884,mayabank
USER36309,Antwon Bednar,2608378891,metrobank
USER17083,Linnie Wolff,1505708727,robinsonsbank
USER62920,Bert Treutel,154853730,robinsonsbank
USER33642,Deon Hoeger,3177732146,metrobank
USER34440,Reva Renner,331312477,metrobank
USER42183,Frederic Wiegand,1628512686,chinabank
USER51092,Esteban Anderson,752612008,bdo
USER41506,Keshaun Damore,1029024316,mayabank
USER44813,Estell Leannon,3194634279,metrobank
USER26313,Garret Dicki,1861065501,metrobank
USER58824,Jaida Hintz,3594318280,bpi
USER41122,Daija Jenkins,1129460383,eastwest
USER29073,Godfrey Anderson,509438918,bpi
USER21885,Kamron Leuschke,3750616417,chinabank
USER61173,Ciara Feil,1689526738,metrobank
USER46747,Lucinda Fay,3952496948,robinsonsbank
USER57211,Leanna Spencer,4135813870,eastwest
USER10602,Tatyana McClure,1613639025,chinabank
USER11733,Jerad Renner,1827641343,bdo
USER37666,Alexie Price,2977081166,eastwest
USER55326,Selena Kunze,2390523577,bdo
USER11101,Cheyanne Herman,969184220,bpi
USER31817,Darrin Jewess,3413035102,eastwest
USER54942,Rosalee Mante,3741007421,securitybank
USER54730,Jackeline Lehner,3736608510,chinabank
USER39158,Tillman Jewess,650609647,robinsonsbank
USER03419,Kaleigh Hammes,3040532150,bdo
USER59020,Monroe Haag,3914213396,securitybank
USER36424,Rollin Rath,3612374915,bdo
USER49254,Augusta Nolan,880969195,eastwest
USER27541,Corene Metz,3251312682,eastwest
USER29876,Alford Maggio,192167244,robinsonsbank
USER38999,Emiliano Ortiz,1389983848,mayabank
USER34594,Arielle Auer,801705134,securitybank
USER62305,Nellie Lehner,1220339974,securitybank
USER59557,Timothy Heidenreich,1101185734,chinabank
USER03861,Art Walter,98883892,mayabank
USER18098,Anya Spinka,839209322,mayabank
USER02155,Randall Leannon,1199147597,bdo
USER35297,Geraldine Hagenes,3160237630,mayabank
USER08896,Katrine Prosacco,792785043,robinsonsbank
USER01026,Meghan Grimes,1895056221,metrobank
USER21725,Dereck Effertz,3616684676,bdo
USER02370,Antoinette Sauer,3759924048,securitybank
USER42652,Lavonne Larson,2279606251,bdo
USER56935,Jeff Medhurst,1981335742,chinabank
USER02386,Sienna Ernser,1007924321,bdo
USER17517,Jamarcus Deckow,326019638,eastwest
USER47723,Lukas Walter,2729473527,bpi
USER22153,Tom Murphy,2786503012,chinabank
USER10639,Faustino Welch,1830492959,chinabank
USER18139,Sheldon Keebler,3747197325,bpi
USER48890,Ayana Morar,3932660,bpi
USER38794,Coby Rippin,1043482469,mayabank
USER11005,Maiya Sawayn,1562120397,metrobank
USER54535,Presley Heaney,3967585922,robinsonsbank
USER06246,Rosendo McLaughlin,1661515875,bpi
USER34008,Mason Glover,4276521880,mayabank
USER12635,Dayna Prosacco,156187034,bpi
USER24071,Ramon Heidenreich,2733918725,bpi
USER01238,Eulalia OReilly,305652128,eastwest
USER13608,Melvina Hand,288059824,robinsonsbank
USER33610,Earnest Powlowski,914644783,eastwest
USER64527,Stephan Kuvalis,3079667128,robinsonsbank
USER56556,Dalton Johns,447539807,chinabank
USER05538,Jayden Borer,3946126692,robinsonsbank
USER55453,Jeramy Windler,1958217154,robinsonsbank
USER18091,Nichole Homenick,4133348008,securitybank
USER33610,Era Cummerata,3755915567,eastwest
USER10942,Anika Roberts,2438330363,bpi
USER50013,Wilson Tillman,568477995,robinsonsbank
USER00304,Mariam Kemmer,2209453432,eastwest
USER60191,Lexie Bruen,2585320901,robinsonsbank
USER32634,Madyson Schmidt,3035296420,chinabank
USER60608,Amelia Gutmann,319333858,mayabank
USER38527,Laury Yundt,1512100642,bpi
USER53783,Trace Schulist,1828622565,metrobank
USER57379,Joesph Lindgren,3774627153,robinsonsbank
USER36708,Jalen Kirlin,2261343255,chinabank
USER46577,Efrain Hartmann,1960819654,metrobank
USER06575,Dameon Kemmer,27138846,bpi
USER16645,Emmanuelle Waelchi,1417354706,bdo
USER40735,Shannon Conn,3353548685,bdo
USER53060,Alejandra Cummings,1402925643,metrobank
USER45764,Cheyanne Spencer,2357501326,securitybank
USER14397,Cristopher Flatley,1803295696,securitybank
USER06514,Ariane McDermott,2131145127,metrobank
USER34332,Martin Abernathy,4097870534,mayabank
USER18261,Brandon Daniel,383627205,robinsonsbank
USER08064,Eva Hackett,414046125,metrobank
USER12016,Nina Ferry,3156612313,bdo
USER42332,Rosemary Reichert,3458681614,chinabank
USER22809,Javon Ankunding,4292027905,metrobank
USER58482,Hertha Marks,2556257881,securitybank
USER27519,Chelsey Hoeger,3815480630,securitybank
USER24425,Dorothea Wehner,1537732356,robinsonsbank
